Wavelength (nm),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
400,0.22354994810157985,0.22671040454683625,0.2261428130369944,0.22011815172859184,0.22552288930967454,0.2614949044942245,0.2147630322970938,0.30477735690469326,0.2151062085089391,0.2365683336116911,0.2425265164801041,0.25314332181301763,0.2656407857540116,0.27984191644552014,0.29615865694956756,0.3148344150883438,0.3356048989568175,0.35770970433593774,0.3800860058763839,0.4015412874904937,0.42078905540227934,0.43636420491790723,0.44651740192625083,0.4491329900267481,0.44135044444406446,0.4157934208345588,0.32624880553073166,0.2990277260109685,0.2824273756622188,0.2703341431895359,0.26084105590465284,0.25306485801837275,0.24651162665305407,0.24087072796135978,0.23593044738720922,0.23153818611477656,0.22757965613642797,0.22396702563186083,0.22063163000594022,0.21751922376147612,0.21458680921459508,0.21180056062601305,0.20913456946355394,0.2065702141521105,0.20409598102900128,0.20170756994588515,0.19940812470689603,0.19720844125737397,0.19512702680321045,0.19318991119034434,0.19143014787273768,0.18988698475855853,0.1886047325648921,0.18763140529798356,0.18701724761460947,0.18681329015736986,0.18707008096482516,0.18783672645166483,0.18916034123225672,0.19108595829385483,0.19365689840901762,0.19691554933527528,0.2009044686706451,0.20566770340729676,0.21125221485502918,0.21770930728719137,0.22509597816227928,0.23347613231874698,0.24292162784051002,0.25351314413458487,0.26534088118342697,0.2785051120724472,0.29311661870864464,0.3092970436146133,0.3271791895358623,0.34690729415281646,0.3686373002314061,0.3925371327861195,0.41878698486799776,0.44757960290408716,0.4791205514526978,0.5136284260190791,0.55133497129909,0.5924850508962727,0.6373364031562662,0.686159106267383,0.7392346642694745,0.7968546143644935,0.8593185454850059,0.9269314093879792
401,0.21905006127193163,0.2178559165355908,0.21131693543970942,0.20573976519145998,0.22104697979202345,0.24926545259015942,0.1923756669148342,0.24218483658627768,0.3057610620205822,0.22248228201918688,0.22970965725569162,0.2409901742969847,0.2540256946277556,0.2685559037428205,0.2850200315286945,0.3038358204885237,0.3249633736282534,0.34780822746893825,0.37136753261579897,0.39442633887569833,0.415650434845803,0.4335457578530006,0.44636386457616695,0.45202982327660596,0.44791661259752497,0.4287838659862399,0.3408126544162092,0.3079909062320465,0.2897628054567638,0.27689497979933403,0.26697848646468525,0.25896305920914603,0.2522798360861783,0.24657743283716663,0.24161844513472922,0.2372321532168428,0.2332905547527659,0.22969517182146307,0.22636921501061358,0.22325259744440915,0.22029860181160035,0.21747161817232685,0.21474565044433325,0.2121034031436093,0.20953579548170026,0.2070417554194574,0.20462814664135856,0.20230968802929564,0.20010874230570574,0.19805487889939624,0.19618415477848444,0.19453810341501745,0.1931624717665876,0.19210579193727606,0.19141791076235162,0.19114862024278007,0.19134653024782067,0.19205830183050898,0.19332831886302118,0.19519882505541267,0.19771050199661594,0.20090342025986588,0.204818265919933,0.2094977315972779,0.21498796350771732,0.2213399705844277,0.22861092395583318,0.2368653002933181,0.24617584697959852,0.2566243680778459,0.2683023462801615,0.28131142692893946,0.2957637960425999,0.311782485622153,0.329501637113146,0.3490667485237055,0.3706349230828141,0.39437512811343384,0.4204684625395292,0.4491084205826499,0.4805011280435461,0.5148655163006431,0.552433387867283,0.5934493160321394,0.6381703097243725,0.6868651632953353,0.7398133995061766,0.797303702982801,0.8596317313873639,0.9270971836137121
402,0.21442291854490214,0.20848051464710757,0.19659335996807464,0.1924438850056766,0.2194208929215914,0.2309683271626311,0.16887436386740867,0.2139250265212132,0.22345101898459555,0.20871698065364963,0.2165952505216527,0.22832065790001607,0.24181087971939913,0.2566593077784712,0.2732589034888696,0.2921510784088889,0.31351751435729225,0.3369665064325076,0.36160190291773575,0.3862154898144545,0.40942737821972797,0.4296971666096255,0.4452528624811522,0.45402743379179705,0.45352867687933257,0.43965373199183705,0.3606978865183804,0.31795558148308384,0.2976997930631091,0.28392734990908647,0.2735256839524654,0.26523330260663597,0.2583920246211097,0.2526042871554805,0.24760499271227546,0.2432047635680004,0.23926195664004246,0.2356677084307981,0.23233734204632317,0.22920505720346096,0.22622042268746353,0.22334595208132627,0.22055540675106944,0.21783262964262598,0.21517077003883173,0.21257177031160093,0.21004598360710744,0.20761179358584628,0.20529512144937426,0.20312873344476257,0.20115130226032657,0.19940622409246206,0.1979402434891595,0.19680198279018782,0.19604050438429282,0.1957040460034288,0.19583905912604732,0.19648964988410625,0.19769747648252883,0.19950210566603918,0.20194178245051184,0.205054529828897,0.20887947300396897,0.2134582768370025,0.21883659350825244,0.22506543581731442,0.23220241543099224,0.24031281044996428,0.24947044967945908,0.259758419930629,0.2712696166140063,0.2841071666863858,0.2983847570561738,0.3142269014746269,0.3317691754650716,0.3511584426882787,0.3725530879757252,0.3961232626766477,0.4220511374613419,0.45053114670497607,0.4817701973246278,0.5159878036278513,0.553416098411603,0.5942996592138808,0.6388950772304692,0.6874701849818168,0.7403028475044496,0.7976792110409601,0.859891293650682,0.9272337950460339
403,0.2089577168959432,0.19873109576035652,0.1826536675284321,0.18113773254678153,0.21857994165351682,0.20978442064638633,0.14984544776821376,0.1934118948941946,0.19925376961879196,0.19529871772103985,0.20335721777421953,0.21527767228633565,0.2290934092499482,0.24421881597181977,0.2609348562751569,0.27984484929042625,0.30133097492297634,0.32522967267928043,0.35079996525969576,0.37688082543993745,0.40206108251325484,0.42474365123252006,0.44310961271847016,0.455068001011588,0.4581870872010941,0.449009376515801,0.41115894522485835,0.3291508435326963,0.30628574578722795,0.291442240226213,0.2804803254406839,0.27186663788193854,0.2648351431709124,0.2589352303039084,0.25387151502544575,0.2494351833434507,0.24547095938123467,0.2418598840303294,0.23850970304184438,0.23534910859985864,0.232324018029337,0.22939499777264724,0.22653539517956675,0.22372995411422522,0.22097377643852084,0.2182715150850115,0.21563668511334758,0.2130909797787308,0.21066349069536247,0.20838975826130612,0.20631061892637384,0.20447086431847497,0.20291777606143171,0.20169964075596852,0.2008643742904753,0.20045838828583695,0.20052581304592174,0.20110815442693813,0.2022444138535475,0.20397165047518417,0.2063259209269634,0.20934350169411853,0.21306228457919324,0.21752323670073634,0.22277182970447734,0.22885936403062104,0.2358441386396619,0.24379244078567766,0.2527793516137468,0.2628893800799597,0.2742169494229586,0.2868667672707376,0.3009541129254078,0.31660507407028293,0.3339567607645625,0.3531575177852867,0.3743671477485745,0.39775714753502733,0.4235109498237397,0.451824150375346,0.4829046903578787,0.5169729516268063,0.5542617114960233,0.5950158921499663,0.6394920284170172,0.6879573661922163,0.7406884925639379,0.7979693881358959,0.8600887829886623,0.9273366915257658
404,0.20201213739095553,0.188792612624999,0.1701225392256914,0.17281148994572904,0.2140300579175108,0.1867195639965119,0.39854927016517083,0.17461156147491394,0.18340608033741324,0.1823247104875678,0.1901871954409495,0.20203457512820913,0.21600382092563836,0.23132868171525262,0.2481273930617269,0.2669986696061706,0.28848681797881365,0.312666255989823,0.3389962226792453,0.3664122455250787,0.3935000509155581,0.4186060402220341,0.4398450152396251,0.45507136427441647,0.4618534828952418,0.4570949830779796,0.43233948057075045,0.3419543682054592,0.31558046476536705,0.2994502431076952,0.2878370327555517,0.2788505089587823,0.27159269586599594,0.265551235963164,0.26039711147302724,0.25590094898753796,0.2518937005367092,0.2482465668295897,0.24486005613629414,0.2416576164870228,0.23858163276959132,0.23559068971588737,0.23265755510891006,0.22976761083483724,0.22691758190794545,0.22411445720840492,0.2213745050809763,0.21872228988649117,0.21618960728811065,0.21381428217028745,0.2116388123517504,0.20970888768640647,0.2080718591648614,0.2067752671729126,0.20586555475159665,0.20538708670435113,0.20538156949224218,0.20588792529333183,0.20694262469117675,0.20858043539335075,0.21083550697695744,0.2137426887497154,0.2173389706932937,0.22166494432804032,0.22676619742535928,0.2326945793045562,0.23950929783202599,0.2472778320026965,0.25607666309998917,0.2659918419228238,0.2771194192338103,0.28956577170123166,0.3034478566988547,0.31889342700079104,0.33604123127483765,0.35504121892628376,0.3760547588223906,0.39925487123821074,0.42482646144057534,0.45296653201722786,0.4838843396004419,0.5178014501591005,0.5549516355696383,0.5955805427001525,0.6399450547339659,0.688312252988801,0.7409578763167146,0.7981641648550389,0.8602169664101493,0.9274019785844434
405,0.19315810915205156,0.17879073504268686,0.1595374647575063,0.16828922203925265,0.202282005118755,0.15505815000653433,0.23199138820140885,0.15130695387974383,0.16997512262278364,0.1699067263680957,0.1772821302717704,0.18878783873536334,0.20270443058897342,0.2181131895942165,0.2349396561783935,0.2537139958476225,0.27509025527453695,0.29937249898005663,0.32625617401821166,0.3548275989722936,0.3837113282530754,0.41121107529278933,0.4353637037638315,0.4539408941818588,0.4644592830641557,0.4639997420034482,0.4468032102303273,0.3570856406084776,0.3256647122243333,0.3079632199571275,0.29558812966086584,0.28616932777511855,0.2786452589439941,0.27243080347589593,0.2671590348684847,0.26257845556353787,0.25850588462688656,0.25480284119358565,0.25136291779414094,0.2481046094539528,0.2449669334143344,0.24190649947848322,0.2388953524229217,0.23591924552500246,0.2329761683416206,0.23007502161587667,0.2272343562347802,0.22448110282257716,0.22184923221607733,0.21937831256127263,0.21711196570913516,0.21509626796586395,0.21337817920851015,0.2120041109713819,0.21101875182400887,0.21046425488222548,0.21037986012285917,0.21080197988794422,0.21176472836239008,0.21330083356661864,0.21544284004302847,0.21822449514056064,0.2216822114391697,0.22585650963828102,0.23079336602253078,0.23654541209255536,0.24317295745595963,0.25074482803419434,0.2593390285852302,0.26904325089461695,0.2799552567830881,0.2921831686878978,0.30584570051132304,0.3210723582455841,0.33800363412068574,0.35679121020560056,0.37759817802539075,0.40059927030531256,0.42598108982926775,0.45394230893170384,0.48469380155069075,0.5184586581678184,0.5554720223667594,0.5959806761315292,0.64024228937342,0.688524237632353,0.7411018807715812,0.798256185433581,0.8602705661577748,0.9274268160449779
406,0.18228268183742083,0.1687516572379533,0.15133975805812977,0.16756698782020166,0.18415318445560847,0.13057552883260898,0.18429889257282286,0.2987829376395071,0.15786220836472056,0.15814307599155986,0.1648304511418701,0.17574609026030955,0.1893834018905598,0.20472547679780487,0.2214995061549287,0.24011306901826696,0.26126889660718405,0.2854737290417596,0.3126809196859935,0.34218115694334383,0.3726915743734507,0.4025028822953742,0.4295740823892029,0.45157154503743285,0.4659144053015395,0.4697302002231747,0.45855572218127216,0.37631545733319255,0.33665532962410016,0.3169968820710291,0.3037247921320134,0.29380531703249807,0.28597120224576456,0.2795505915272668,0.2741332472311151,0.2694434502797351,0.2652832407223139,0.26150446282076384,0.25799404986080743,0.2546658277778729,0.25145563693641676,0.24831815578750951,0.24522459260575827,0.24216081763069405,0.23912571702639052,0.23612965056288868,0.23319293876981625,0.23034432609303315,0.22761938492503925,0.22505885101098838,0.22270691448404198,0.2206095272821179,0.21881281857421905,0.2173617269573909,0.21629895638973237,0.21566434144614374,0.21549467054180743,0.21582397071108972,0.21668421307433122,0.2181063619715643,0.22012166787971194,0.22276309626782895,0.2260667900640251,0.23007347897880204,0.23482977034380936,0.24038927942593422,0.24681357929085265,0.25417296923714766,0.2625470756142662,0.27202530921661333,0.2827072095987035,0.2947027089842459,0.3081323474179338,0.32312746691406863,0.3398304060629297,0.35839470833455084,0.3789853476339058,0.40177896395610463,0.4269640906579581,0.4547413432163106,0.48532352758699593,0.518935614509681,0.5558145143315322,0.5962085751247579,0.6403767150662145,0.6885870883904349,0.7411151731264446,0.7982411590597757,0.8602465071880975,0.9274095492252385
407,0.1696144643316041,0.15864741088000403,0.14587852652143257,0.16879386198773855,0.16299427154398383,0.1069125180343062,0.15815845446356244,0.1654006849104913,0.14668658608387317,0.1471032168668557,0.1529987514831892,0.16311718581754628,0.1762455626118043,0.1913431178108249,0.20795816854328286,0.2263378936889197,0.24717077307304344,0.2711226346772108,0.2984082105259605,0.3285690683384385,0.3604764418305067,0.3924541738781037,0.4223990878837932,0.4478590031861588,0.4661160873454874,0.4742442906640958,0.4684354528465679,0.40951092895363145,0.34873348321273256,0.3265745487922895,0.31223854021736835,0.3017395352522412,0.29354752783032256,0.2868861197669025,0.28129499256604945,0.2764714852038273,0.27220187465133455,0.2683281403700374,0.2647307059840309,0.2613189693208326,0.2580257850685228,0.25480396764056434,0.2516238043124135,0.24847104873324313,0.24534512136754372,0.24225737761551608,0.2392293718990212,0.2362910817270755,0.23347908147534885,0.2308346824371328,0.22840208579891905,0.22622662441162214,0.22435319047108693,0.22282495288315296,0.2216824567375984,0.2209631689990766,0.22070149447450624,0.22092924213573883,0.22167648208031526,0.22297270416221854,0.2248481739739774,0.22733538055681335,0.23047048057228753,0.23429466190617726,0.23885537175489469,0.24420737670833123,0.2504136427233274,0.2575460397468997,0.265685888507047,0.2749243756091396,0.28536286782526105,0.29711315772739144,0.31029767100153316,0.3250496612930671,0.3415134116842598,0.35984445331584836,0.38020980167490825,0.40278820010768707,0.42777034855983087,0.4553590836948347,0.4857694645840113,0.5192287061786285,0.5559758907699739,0.5962613755984592,0.6403458027350385,0.6884986055427874,0.7409958949319164,0.7981175991572775,0.8601437245119894,0.9273496030273989
408,0.15567580267695014,0.14850554908840496,0.14339667771959091,0.1681211573876253,0.1414083937027994,0.15815240736521713,0.1377132826891154,0.14498955691290485,0.13625345794779042,0.1368211270488409,0.14192103210219706,0.15109524636794516,0.16350135584982617,0.1781612427769364,0.19448692158643038,0.21254793081963533,0.2329609420376484,0.25649509864630243,0.2836099920629515,0.3141311574252766,0.3471472231466992,0.3810761200971086,0.41378674516509073,0.4427091052884908,0.4649574347274014,0.4774709547491752,0.47673415039381345,0.4529215939406076,0.3622031582987768,0.3367325964555725,0.321123034206788,0.3099529979914202,0.3013507434742187,0.29441247233250845,0.2886193417151083,0.28363830690268527,0.2792385147870923,0.27525165969526144,0.27155166501290057,0.26804366620381903,0.2646576964881195,0.2613447784741935,0.25807421446091094,0.25483143019768856,0.2516160329583057,0.248439914279755,0.24532532133693874,0.24230287440475504,0.23940954326176872,0.23668662455281259,0.23417778849926704,0.23192728444714514,0.22997840543498002,0.22837230777407247,0.22714726120276474,0.22633837119526523,0.22597777354594217,0.2260952600609448,0.22671926014209115,0.22787808103881496,0.2296013013134869,0.23192121651278164,0.23487425011626537,0.23850226268501354,0.24285371407680972,0.24798465474140008,0.2539595405794413,0.2608518806838171,0.2687447381948666,0.2777311116049659,0.2879142274291,0.2994077755526463,0.3123361161055828,0.3268344817258225,0.34304919191758304,0.36113788727550405,0.38126978105217274,0.4036259143124467,0.4283993891154153,0.4557955420754554,0.48603200845231637,0.519338614670898,0.5559570248719509,0.5961400547378829,0.6401505535055723,0.6882597430550754,0.7407448918544938,0.7978861924082065,0.8599627053343176,0.9272472336147104
409,0.14118783083250777,0.13852694031376206,0.1439126159875143,0.16209462868177438,0.11903738404341065,0.2728084040517607,0.11824854641740647,0.1309065168893489,0.12643630476291928,0.12729620412610637,0.1316920856732224,0.1398493989537832,0.1513553567530413,0.16538404144828148,0.18127225491498922,0.19891698464257918,0.21881752016019304,0.24178461573316543,0.26848713199338553,0.29904906882632337,0.33283422417569497,0.36842619899666496,0.4037199661345325,0.43604712970591963,0.4623355212795949,0.4793230641309206,0.48355120130140095,0.4686393615757553,0.37763367042470497,0.3475286867524721,0.330376209674939,0.31842784886211756,0.3093577247596508,0.3021049722213492,0.2960816993510022,0.29092019730627794,0.28637069083608263,0.2822539138564511,0.27843713493765576,0.2748212916614096,0.2713337073874552,0.267923668901999,0.2645594364966272,0.26122591426106734,0.25792256726095747,0.2546613778998615,0.2514647544567395,0.24836337757035423,0.24539401710453934,0.24259738435202502,0.24001610745845603,0.23769293073231995,0.23566923847860474,0.23398398926865238,0.23267311802719579,0.23176942515843407,0.2313029306640837,0.2313016338772017,0.23179259175995606,0.23280321382832325,0.2343626699341027,0.23650331627392954,0.23926206168876846,0.24268161685942638,0.24681159018974555,0.2517094136992839,0.2574410987729966,0.2640818345640903,0.271716451146422,0.2804397753481581,0.2903569098312353,0.3015834656742161,0.31424577571878465,0.32848111051908885,0.34443791119909406,0.36227604424882126,0.3821670726845423,0.4042945264762725,0.42885414306819164,0.4560540364547258,0.48611474078038985,0.5192690618568669,0.5557616573272769,0.5958482534642038,0.6397943938918156,0.6878736032366781,0.7403648375682248,0.7975490847189969,0.8597049730376958,0.9271032494222524
